avgHourlyAirTemp,avgHourlyHumidity,avgHourlyRainfallRate,avgHourlyBarometricPressure
[13.24:-268.17556654289154;7.951079495318993;-2.450334300814195;-2.1222397521828102;0.4197304637859407;277.6173306367836],81.13:268.293299078661;-465.54265133811634;6.176237143726436;-4.438865831953459;-1.0146231708605815;277.656604118543],0.0:-268.9124485925786;-12.691743077969733;7.269265191677146;-0.5867320652931691;-1.9359424254106874;276.857600969575],1009.23:269.9547354307566;463.4906863100139;-3.794264444817777;4.845349370848197;-1.458943863591813;276.1924371967908]
[12.41:-271.15925464769396;12.339102933216907;-8.743523920154;4.128944495704605;0.011341581928571376;275.83338955699793],89.17:272.2210143017711;-460.66172893996986;0.6745686391825805;-0.6626812996172013;1.624934830268971;275.97389246836445],0.0:-272.9310189646855;-10.639328487099533;8.95855687067479;-4.732151171646068;2.6793803541723653;276.664561398584],1009.29:273.2276554952174;457.84122236008307;2.758880224966046;-4.498441737422352;2.2327652374535525;277.72791841970223]
[12.19:-273.16551508491494;13.003722318799191;-7.74141081870906;0.8697162049496536;0.33847186125406714;278.8850155186211],93.88:272.86298776350645;-455.76229605697245;-5.207758670571818;4.252739137050181;-1.9582848019989991;279.69261262898664],0.0:-272.4687046013064;-10.32832572807527;4.476244574994147;1.336243951369975;-3.04485270311771;280.02939450613525],1007.77:272.1388390878125;454.7508564283376;5.1393159846414616;-2.966895138055815;-1.0086432580733562;279.71652689533744]
[13.2:-272.0015103559849;8.355156026574264;-0.29178870208851837;-3.563366135219108;1.9175172451963622;278.78399192152193],95.34:272.110657681711;-454.6298421354222;-3.241630647652832;0.4452148151481834;2.9162720542362566;277.73932823197964],0.01:-272.4217798879844;-8.13745932014308;-0.34683492987626874;2.815267919413249;0.6172625162915345;277.48354370229896],1007.93:272.81512612793915;454.91501525511035;2.2968042314200208;1.3325284158184056;-2.448214020065876;279.01873998977794]
[13.32:-273.15204236442537;7.994679796327404;2.1207470809829423;-1.1774126117125812;-2.247805532471962;279.78183363129955],96.58:273.32425420957543;-455.143970530208;1.4995544800200773;-1.8287784469869777;-1.205696228771158;279.9346365163706],0.01:-273.2746886871888;-6.1157295928493625;1.4126983022227788;-1.2342445011146026;-0.044555395637211226;279.26651987456717],1007.88:273.00273911955117;455.1159215776984;1.2560504187535542;-0.5872250820005234;1.043921018720141;278.0485929472773]
[14.51:-272.568161118751;7.642776749020726;1.0120709559864964;-0.12296263836978338;1.405293637623798;277.14098241448977],96.19:272.0798256271926;-454.9145214202245;0.6948006126571015;0.5068504315747;0.9132505978483807;276.9097941509517],0.01:-271.64871099361164;-7.183256848220054;0.3308116348160834;0.7621526240025217;0.45397509464107616;277.295028488372],1005.16:271.3206030904658;454.753637933708;-0.13997822293807932;0.8330805385656668;0.23702545698159955;278.15563120321696]
[15.08:-271.04306166911874;7.011978976191841;-0.6742989459484695;0.7116302189762483;0.029053763809818278;279.0446976560892],94.19:270.71192705867605;-454.79664330809135;-1.500384929338632;0.4343635622245724;-0.224713713710189;279.5654513302395],0.0:-270.28100136060624;-7.893885270245505;-1.3827980933882296;0.22630344962416601;-0.38543726327899724;279.7168185378948],1004.79:269.851923558783;455.08065440515094;0.7225495516908016;0.0658172191635263;-0.4900275834907891;279.5590828487025]
[15.83:-269.6515875366027;5.166713496749537;1.7197328801511156;-0.22760169899887134;-0.4372104985475427;279.2599533572484],91.87:269.87979046940916;-455.5632653810811;-1.7124480698691928;0.18037924113680193;-0.23875738618497888;279.3243011265894],0.0:-270.5252121010784;-5.217592035071419;-2.3872120336602203;-0.4472842141801468;-0.02300599894260337;278.60030638293284],1005.72:271.30154961869187;456.2060644563886;1.7237430297027827;-0.5943507197681068;-0.029733984047983428;277.11272759903284]
[15.03:-271.78084331573916;6.5238589183099975;3.1700129251941025;0.2755750468565074;-0.04388220530746081;276.885278630686],92.25:271.64788002085953;-457.0003830930724;-0.8243267858859389;1.044853453586581;0.2645044169553348;277.1174719875569],0.0:-270.89873180145923;-4.14959461646842;-3.548840533009605;0.757480541872873;0.3450629460087834;277.4946234630556],1005.32:269.84354310022917;457.9196547766387;-0.24467919585551146;-0.4196340906379187;0.3562658442231712;277.8648495654025]
[16.14:-268.9147489539831;4.855696622017888;3.360555157016025;-1.4816815046703318;0.34838679708428766;277.97179188253523],87.39:268.4160358340113;-458.86569598630706;1.0951224337948515;-1.3543771586429352;0.13348666667430142;277.9654282104695],0.0:-268.3788983355421;-6.804912113131479;-2.7252609362835427;0.40745021134631465;-0.38280779943461846;277.8844289730454],1005.39:268.60528288246564;459.6835834202059;-1.4196217182007904;1.616467039254472;-0.8024954025688397;277.70678377884366]
[15.8:-268.8374252893617;5.49460122308929;1.9443563491833795;0.5353767684500491;-0.7520066082410415;277.4150975568801],85.58:268.91848745936306;-460.2494051055039;1.1941773783570069;-1.362548170755263;0.0743645240346891;277.0049239145044],0.0:-268.84464636028747;-5.7572932435453765;-1.329713151401493;-1.3904920192138843;0.7170787433045271;276.60506603114374],1005.58:268.71040719323844;460.5594536547142;-0.5869190038853886;-0.2626320802439238;0.8734790736829547;276.2862111624937]
[15.8:-268.6170077204699;6.171417369892083;1.0967486522572503;0.6978275615153616;0.3824431522595314;276.0685709845457],84.36:268.6081070322583;-460.7423272292894;-0.15425532363259953;0.8885462245784342;-0.2993497905045755;276.0592790865898],0.0:-268.654543532748;-5.8838041154733105;-1.3018397567552427;0.34464680382843915;-0.6961868504247937;276.1917274515729],1005.79:268.67859027042897;460.9817252463504;0.7437054869091638;-0.5238149374470843;-0.4793902233896285;276.3891841571482]
[15.54:-268.5977038390082;6.476861209767378;1.816403976468555;-0.5398103204697902;0.08923905229566154;276.29500992094637],82.4:268.3673754608702;-461.41267605115775;-0.9342316548616479;0.07003630507150052;0.3808013646746147;275.9286945754031],0.0:-268.00674499083004;-5.628178767054351;-2.3643280751392433;0.27775262090485153;0.2590388579325509;275.4624603541863],1005.8:267.59662377160765;462.0688310806479;0.6855642785871525;0.19542179241783647;-0.010675470077639596;275.26423454681697]
[16.17:-267.24602137601306;5.243222721977247;2.656906520894976;0.16492408287010413;-0.07086554387120153;275.42183359414196],79.47:267.0361999450853;-462.9051228535249;-0.2166681483245867;0.059093498330446595;-0.017984557102808475;275.5144821155365],0.0:-266.9718069740349;-5.645169340743394;-2.572970165392652;-0.12184487181673126;0.02360905373537467;275.2881822982523],1005.72:266.97615500351617;463.8528709661002;-0.16899021554033578;-0.23689994999851538;0.06456913951220596;275.2322950564103]
[16.25:-266.9413629710758;5.619993407977944;2.2448569134203047;1.0434433444819757E-4;0.03308214779050331;275.29332615755266],77.66:266.8000858740345;-464.84424903411383;0.12966353473041092;0.28067668378508925;-0.01381999251381973;275.3076429340777],0.0:-266.56636620196036;-6.282338711031542;-1.979135801976275;-0.0923378110046528;-0.011749526090518804;274.93192805206337],1005.55:266.31740806278157;465.7822881574353;-0.2963167526339342;-0.4145021338129472;-0.09525944416064308;274.2563821103906]
[16.24:-266.1332281334652;6.729112194069245;2.0676027417395866;-0.1556966638417844;0.040365516780128535;273.6918443447181],75.81:266.04245754719284;-466.4913063135911;1.949230524009574;0.4622259583196523;0.2623510202793901;273.58504126378966],0.0:-266.01857479020447;-8.889242274704884;-0.29540535361256737;0.6479297474130183;0.2707125506647784;274.28458012044416],1005.47:266.0298336530526;466.71059789103543;-2.6504662982504974;0.1015413474317905;0.015422618210513606;275.26307078852017]
[14.73:-266.09547741267517;8.24655971820232;-2.4209809641284803;-0.33081557566495945;-0.4268607791006114;275.75757501336693],76.02:266.2895758166756;-466.17237156515796;2.1431360930227115;-0.9566376921023749;-0.6654162369583255;275.38171358452036],0.0:-266.68226269614536;-10.825637123999797;3.5338279146547595;0.12346366756945437;-0.48217443304385116;274.3327826709648],1005.36:267.2702409418504;464.75088941046255;-1.7288971505388413;1.1550044757479787;0.3030150438824391;273.6097472785955]
[12.69:-267.95857859391697;10.468410559050966;-4.190886749085196;-0.07174453012182169;1.1987082641180522;273.244091049955],80.32:268.60870953453605;-462.61508240868454;0.7243324276188776;-1.1314450114102184;1.4024509387557793;273.331034519184],0.0:-269.117073536356;-9.787216010176024;4.5464918258993645;-1.0135522037691447;1.405551788715261;273.96579813568655],1006.31:269.47414460059315;460.2880627393312;0.8072739091058216;-0.12416147362918123;0.9902665522701811;274.8744136723287]
[11.27:-269.76711770046;8.76324451833338;-4.496725253666847;0.7393512147731431;0.2473513459915423;275.7838958750288],84.15:270.116295086012;-458.53363641418866;-3.6942672304794923;0.5680899871042452;-0.7058164451735852;276.3993350167255],0.0:-270.57522549680334;-5.014404290165231;0.5514119343676831;0.01926361581741587;-1.5225927329029285;276.54154696968635],1006.79:271.06231099858644;458.06351731216114;4.116305549233665;-0.595935513607629;-2.143582188185367;276.2873838418117]
[10.55:-271.38629380558166;4.8275536101990895;4.113530739855273;-0.37263458880384087;-2.3458539816279296;275.7136980259591],85.93:271.36376180832104;-459.1734668569674;-0.14848611771544018;-0.028566536339429655;-0.06788470614032116;273.9846424088416],0.0:-270.94942009848205;-1.053799193810221;-3.625961527435428;0.2615228981049445;1.954169545121445;273.41348837650133],1007.38:270.2800856869095;461.50934083778424;-1.4396335466191397;0.3962839050848808;2.7730865729355196;273.86083654390495]
[11.18:-269.59602694901275;1.8242296532692137;3.1133390558346963;0.5925531775425349;0.20172532132426113;275.04417974104206],81.42:269.09924745180297;-464.14739863497664;2.138098938051299;1.2030659016357717;-2.7502532981899783;275.87723964167657],0.0:-268.8541814074912;-3.977176451468381;-1.9167442434718245;0.7175088062004022;-2.5491653380529984;276.579758634284],1008.17:268.79104453939465;466.00876023270064;-2.267685053726274;-0.29140037550137055;-1.0793220825062066;277.00860273963855]
[11.37:-268.7839284946798;4.2804420287673395;-0.49211219407928886;-1.5514996931012015;0.7619913375448568;277.15510701554814],79.61:268.73559882357614;-466.395647586574;0.9306413095896023;-2.665475485359557;1.9942764073163453;277.01060653145146],0.0:-268.6351740816541;-8.064800050591856;1.0972819172651176;-3.0693147168552715;2.130397069247187;276.541609862589],1008.02:268.5923132715318;465.3129796921014;0.28349520502087144;-3.1739837678702125;1.488509143089805;275.5166864561263]
[10.65:-268.8288209135537;6.3665820163636795;-0.10690983134776988;-0.801216549354854;-0.42880654016422604;274.44917181805687],82.55:269.57412130843477;-463.35909578419984;-0.2748558112818265;4.558688963298197;-1.5310912892054773;273.58223261295416],0.0:-270.86326085381756;-7.320232133509563;-0.46131517162540436;4.952039806119319;-0.635505555813738;274.3282739086469],1008.1:272.3652385546835;461.2826108728273;0.09484089427655518;-2.278591328263969;1.1588907267790858;275.47701027969754]
[9.64:-273.4308619990138;11.662432995551654;2.0300735431530397;-6.2082034683882075;-0.9670831227162581;276.5536420514136],88.17:273.4260758832927;-459.5658492541031;3.0666343226077286;-4.0290446319703035;-1.2415889364353228;276.5137726166083],0.0:-272.1746429234283;-6.572791924644918;1.0023273398113364;2.5948999312976784;-0.7877109641049369;275.9379185410691],1007.86:270.1831458791012;458.3642440939036;-3.367420702792254;7.172124115473535;0.1129032935326848;275.39500332078126]
[11.09:-268.42492196590564;3.640571435434481;-7.961226665583707;7.203020754389463;1.3467039963309468;275.2858524453344],81.64:267.7751197518443;-457.7981762349255;-7.923590306753784;1.9434595349471366;1.9215061809929386;275.72168107389496],0.0:-268.4767382294618;-4.041601076926042;0.031737515849344256;-5.084809719648373;1.5248947423721655;276.0465167678147],1008.03:270.024219708891;458.2412168817848;10.336654448422884;-7.145470611511152;0.4275727405619998;276.1458068318504]
[10.52:-271.5399750370344;-0.28783830966881396;11.838557855202724;-4.692352105292473;-0.7837073341020295;275.98531493089496],84.77:272.3361020566717;-460.2188460476685;-4.368500525040612;3.4736015913292833;-2.041942032910274;275.5895849576184],0.0:-272.22891584865664;7.262344284052659;-13.274477957499368;6.331156044008958;-3.0732673265961177;274.98316080469056],1008.21:271.41779523121176;463.89636087375527;-1.8209880935212786;3.7911749199021507;-3.264929537557041;274.19058660620914]
[12.03:-270.12950393051204;0.23464314014992738;12.08998945806617;-2.4325728838017855;-0.22301270268772222;272.49045691878547],75.53:268.40992686710376;-468.5849604516653;6.070359376797749;-5.170649631081741;2.9520843688498104;271.85323946999574],0.0:-266.2572210066601;-0.8870790742680015;-9.239183942917276;0.22704142397986327;4.0346452132006885;272.1217973866648],1007.98:263.91919545809526;472.7958356121205;-6.436573389611881;4.351184851234266;0.03954502047738062;273.3108124476845]
[13.95:-261.98838284479376;-1.7661711484982447;3.948789299020189;3.2831516908112444;-3.6766095990541467;274.1492226025147],61.4:261.11866112769013;-474.9738225155564;5.737239570429657;-0.7646456990331238;-4.27791680800302;274.56048432447267],0.0:-261.57760579393744;-9.040804597486812;0.8428576517038062;-3.4892037500608413;-1.0953746093929444;274.3601310991742],1008.16:263.04125009629973;474.45611310843094;-1.5494702928783755;-3.44037149693955;1.886951725609709;273.7655268594776]
[14.08:-264.8250950735676;6.006748180001267;-2.904492045130683;-0.9031668080710378;3.8597586506322314;272.8462470961358],68.59:266.33978604794083;-471.94465664294285;-4.01101527095756;2.604160705661485;2.939588430767172;272.6621367295309],0.0:-267.37308744011443;-6.312860336978105;-3.5020879551415023;2.6668045279557884;1.8073472024031259;272.71388400187516],1009.27:268.0034739521552;469.1069316450644;-2.815971929374638;1.4852358045641105;0.5500143929197496;272.94031613467115]
[14.19:-268.3131623090213;11.157593148525734;-1.7775110618207242;0.5137366027124961;-0.6709167298179104;273.2802603494218],72.0:268.2246866376832;-467.57515427764093;-0.4928375426989875;-0.13528578702847904;-1.6939528979444074;273.6725438676296],0.0:-267.6117570087324;-5.25826160463572;1.6473207046880398;-0.47569515172595167;-2.357600787427085;274.0559938478332],1011.11:266.5377418862971;468.0555004430859;5.3790149244314085;-0.8073603378688475;-2.520066517382837;274.4651696014372]
[14.4:-265.35096913066536;3.017310133535176;3.639090728776705;-0.9366719319407382;-0.4936721987131487;274.5249123990074],64.57:264.51638756584873;-470.13295918391407;-4.830214593456118;-0.2072095091175652;1.5096912020049469;273.71430451863404],0.0:-264.32094036928845;-2.7429920735051496;-7.4450034874610225;0.3928327657264818;1.8244201614163233;272.2916830031118],1011.93:264.7020742583719;472.7980009473463;4.949923388050417;-0.629847433902366;-0.6302805972982161;270.7401294374319]
[14.51:-265.3242945844568;0.21654372333415495;9.0625302079718;1.5442530166613526;-1.55989862160763;270.57086625809717],62.83:265.81083996960075;-475.20630419840643;-1.9114232745792554;1.9589449416036373;1.0930556055144307;271.0848869562668],0.0:-265.936613050807;0.7573266389284754;-9.530707780548767;1.332214006941399;1.693534983436513;271.6842452020494],1013.6:265.6687324909348;477.1056869473505;-1.4253175318647187;-1.3951177281017337;1.6834427426256777;271.9625730790556]
[15.15:-265.089517227868;2.7654164084435138;8.7186012357028;-4.049291356971802;0.7263318025670366;272.07845913812645],58.12:264.31054486697445;-478.7200727802666;3.9074129742623915;-2.9157432511506087;-0.7128527561252112;272.25071094630556],0.0:-263.4469859603528;-2.8292675661820965;-7.219193738270075;3.1764219979698978;-2.0573479317816328;272.3763731986167],1013.3:262.6347118828355;480.32346799141817;-5.365104699625963;5.5535889978952895;-2.1991549453704233;272.3524907728474]
